polarity	predict	P(s=-1)	P(s=1)
1	1	0.27089	0.72911
1	-1	0.55460	0.44540
-1	-1	0.66269	0.33731
-1	-1	0.66157	0.33843
-1	1	0.34556	0.65444
-1	-1	0.74213	0.25787
-1	-1	0.69822	0.30178
-1	-1	0.50949	0.49051
1	1	0.22019	0.77981
1	1	0.45311	0.54689
-1	1	0.49711	0.50289
-1	1	0.44232	0.55768
1	1	0.30006	0.69994
1	1	0.29118	0.70882
1	1	0.38253	0.61747
1	1	0.37538	0.62462
-1	-1	0.70832	0.29168
-1	1	0.43802	0.56198
-1	-1	0.74155	0.25845
1	1	0.16230	0.83770
-1	-1	0.90052	0.09948
-1	-1	0.67500	0.32500
-1	-1	0.68734	0.31266
-1	-1	0.54463	0.45537
1	1	0.47242	0.52758
1	1	0.41015	0.58985
1	1	0.29840	0.70160
-1	-1	0.56495	0.43505
1	1	0.30535	0.69465
-1	-1	0.59728	0.40272
-1	-1	0.83645	0.16355
1	1	0.43378	0.56622
-1	-1	0.78039	0.21961
-1	-1	0.75269	0.24731
1	1	0.29300	0.70700
-1	-1	0.81366	0.18634
-1	-1	0.63551	0.36449
1	1	0.28261	0.71739
1	-1	0.53969	0.46031
-1	-1	0.74835	0.25165
1	1	0.25504	0.74496
-1	-1	0.64444	0.35556
-1	1	0.45468	0.54532
1	1	0.27822	0.72178
-1	-1	0.63359	0.36641
1	1	0.34792	0.65208
1	1	0.45850	0.54150
1	1	0.37318	0.62682
-1	-1	0.70478	0.29522
-1	1	0.38803	0.61197
1	1	0.41440	0.58560
1	1	0.27919	0.72081
-1	-1	0.67397	0.32603
1	1	0.43539	0.56461
1	1	0.31219	0.68781
-1	-1	0.81872	0.18128
-1	-1	0.82036	0.17964
1	-1	0.68765	0.31235
-1	1	0.31580	0.68420
1	1	0.33484	0.66516
1	1	0.19414	0.80586
1	-1	0.57853	0.42147
1	-1	0.56017	0.43983
-1	-1	0.71552	0.28448
1	1	0.38337	0.61663
1	1	0.13526	0.86474
-1	-1	0.64332	0.35668
1	1	0.41063	0.58937
1	1	0.35195	0.64805
-1	-1	0.63909	0.36091
-1	-1	0.50695	0.49305
-1	-1	0.71235	0.28765
1	-1	0.54753	0.45247
-1	-1	0.62730	0.37270
1	-1	0.52676	0.47324
-1	-1	0.70717	0.29283
-1	-1	0.58305	0.41695
1	-1	0.52796	0.47204
-1	-1	0.88587	0.11413
-1	-1	0.62096	0.37904
-1	-1	0.68307	0.31693
1	1	0.43063	0.56937
1	1	0.26645	0.73355
1	-1	0.63085	0.36915
1	1	0.25405	0.74595
-1	1	0.32557	0.67443
-1	-1	0.72017	0.27983
-1	-1	0.61854	0.38146
1	1	0.42517	0.57483
-1	-1	0.65038	0.34962
1	1	0.46862	0.53138
-1	-1	0.85882	0.14118
-1	1	0.35161	0.64839
-1	-1	0.74777	0.25223
1	1	0.22327	0.77673
-1	-1	0.71874	0.28126
-1	-1	0.88176	0.11824
1	-1	0.53608	0.46392
-1	-1	0.53864	0.46136
1	1	0.34607	0.65393
1	1	0.22476	0.77524
1	1	0.12050	0.87950
-1	-1	0.71653	0.28347
-1	-1	0.58506	0.41494
1	1	0.17480	0.82520
1	1	0.42230	0.57770
1	1	0.42753	0.57247
-1	-1	0.54858	0.45142
-1	-1	0.60484	0.39516
-1	-1	0.53202	0.46798
1	-1	0.50757	0.49243
-1	-1	0.68271	0.31729
-1	-1	0.64124	0.35876
1	1	0.34402	0.65598
-1	-1	0.74840	0.25160
1	1	0.27167	0.72833
1	1	0.32536	0.67464
1	1	0.28590	0.71410
-1	-1	0.71071	0.28929
-1	-1	0.63069	0.36931
1	1	0.43847	0.56153
-1	-1	0.78181	0.21819
1	-1	0.51359	0.48641
-1	-1	0.50247	0.49753
-1	-1	0.75218	0.24782
1	1	0.28245	0.71755
1	1	0.37976	0.62024
-1	1	0.24263	0.75737
1	1	0.21811	0.78189
-1	1	0.34809	0.65191
-1	-1	0.51025	0.48975
1	1	0.32311	0.67689
-1	-1	0.70937	0.29063
-1	-1	0.73703	0.26297
1	1	0.12205	0.87795
1	1	0.28987	0.71013
1	1	0.43854	0.56146
-1	-1	0.86256	0.13744
1	1	0.10610	0.89390
-1	-1	0.50445	0.49555
-1	-1	0.56188	0.43812
1	1	0.30653	0.69347
1	1	0.45616	0.54384
1	1	0.20330	0.79670
-1	1	0.47037	0.52963
1	1	0.45533	0.54467
1	1	0.28146	0.71854
1	1	0.12648	0.87352
-1	-1	0.72582	0.27418
-1	1	0.49111	0.50889
1	1	0.31919	0.68081
1	1	0.16411	0.83589
1	1	0.27784	0.72216
-1	-1	0.57563	0.42437
1	1	0.24439	0.75561
1	1	0.21097	0.78903
-1	-1	0.76751	0.23249
-1	-1	0.61387	0.38613
1	1	0.30210	0.69790
-1	-1	0.51696	0.48304
-1	1	0.35928	0.64072
1	1	0.47297	0.52703
1	1	0.20806	0.79194
-1	-1	0.86196	0.13804
-1	-1	0.65727	0.34273
-1	-1	0.72984	0.27016
1	1	0.42933	0.57067
1	1	0.33609	0.66391
1	1	0.12605	0.87395
-1	-1	0.73220	0.26780
1	1	0.34075	0.65925
1	-1	0.51751	0.48249
1	1	0.10092	0.89908
-1	-1	0.67144	0.32856
1	1	0.46344	0.53656
-1	-1	0.82923	0.17077
-1	-1	0.76064	0.23936
-1	-1	0.79801	0.20199
-1	-1	0.56949	0.43051
1	1	0.39188	0.60812
-1	-1	0.88151	0.11849
1	1	0.24221	0.75779
1	1	0.49893	0.50107
1	1	0.43150	0.56850
-1	-1	0.77557	0.22443
-1	-1	0.72670	0.27330
1	1	0.49405	0.50595
-1	-1	0.63388	0.36612
1	1	0.25490	0.74510
-1	-1	0.53075	0.46925
1	1	0.14068	0.85932
1	1	0.26062	0.73938
-1	-1	0.67953	0.32047
-1	-1	0.67718	0.32282
1	1	0.26611	0.73389
-1	-1	0.74742	0.25258
1	1	0.37906	0.62094
1	1	0.42971	0.57029
1	1	0.30757	0.69243
1	-1	0.64768	0.35232
-1	-1	0.84164	0.15836
1	1	0.14188	0.85812
1	1	0.36267	0.63733
-1	-1	0.66067	0.33933
1	1	0.20038	0.79962
1	1	0.40536	0.59464
1	1	0.31082	0.68918
1	1	0.18771	0.81229
1	1	0.14510	0.85490
1	1	0.19286	0.80714
-1	-1	0.76639	0.23361
1	1	0.37301	0.62699
-1	-1	0.67038	0.32962
1	1	0.35265	0.64735
-1	-1	0.82908	0.17092
1	-1	0.70978	0.29022
-1	-1	0.60504	0.39496
-1	-1	0.65252	0.34748
1	1	0.25066	0.74934
-1	-1	0.56625	0.43375
-1	-1	0.69797	0.30203
-1	-1	0.68222	0.31778
-1	-1	0.60695	0.39305
1	1	0.28839	0.71161
-1	-1	0.82193	0.17807
1	-1	0.61162	0.38838
1	1	0.40490	0.59510
1	1	0.21100	0.78900
-1	-1	0.75729	0.24271
1	1	0.36509	0.63491
-1	1	0.37781	0.62219
1	-1	0.52745	0.47255
1	1	0.25999	0.74001
1	1	0.37737	0.62263
1	1	0.32842	0.67158
1	1	0.23542	0.76458
1	1	0.21446	0.78554
1	1	0.31248	0.68752
1	1	0.19045	0.80955
-1	-1	0.68888	0.31112
-1	-1	0.60024	0.39976
-1	-1	0.67565	0.32435
-1	-1	0.83780	0.16220
-1	-1	0.71278	0.28722
1	-1	0.51427	0.48573
-1	-1	0.53412	0.46588
-1	-1	0.57851	0.42149
-1	-1	0.81376	0.18624
1	1	0.25494	0.74506
1	1	0.21001	0.78999
-1	-1	0.77028	0.22972
-1	-1	0.76391	0.23609
-1	-1	0.64733	0.35267
1	1	0.21000	0.79000
1	1	0.36726	0.63274
-1	1	0.49847	0.50153
1	1	0.20948	0.79052
1	1	0.25868	0.74132
1	1	0.22226	0.77774
1	1	0.45709	0.54291
-1	-1	0.65254	0.34746
-1	-1	0.54897	0.45103
1	1	0.34487	0.65513
1	1	0.36586	0.63414
-1	-1	0.70521	0.29479
1	-1	0.50668	0.49332
1	-1	0.51922	0.48078
-1	-1	0.61088	0.38912
1	1	0.49516	0.50484
1	1	0.16089	0.83911
1	1	0.37451	0.62549
-1	-1	0.73779	0.26221
-1	-1	0.51810	0.48190
-1	-1	0.67501	0.32499
1	1	0.30330	0.69670
1	1	0.26024	0.73976
1	1	0.42502	0.57498
-1	-1	0.76138	0.23862
-1	-1	0.73806	0.26194
-1	-1	0.62609	0.37391
-1	-1	0.58678	0.41322
-1	1	0.44322	0.55678
1	1	0.47223	0.52777
-1	-1	0.54225	0.45775
1	1	0.37285	0.62715
-1	-1	0.50284	0.49716
-1	-1	0.56669	0.43331
-1	-1	0.72322	0.27678
1	1	0.30128	0.69872
1	1	0.41623	0.58377
1	1	0.36547	0.63453
1	1	0.40745	0.59255
-1	-1	0.62426	0.37574
-1	-1	0.81323	0.18677
-1	-1	0.64185	0.35815
-1	-1	0.56012	0.43988
1	1	0.41830	0.58170
-1	-1	0.85077	0.14923
1	1	0.28633	0.71367
-1	-1	0.58270	0.41730
-1	-1	0.66442	0.33558
1	1	0.41919	0.58081
1	1	0.18260	0.81740
1	1	0.30164	0.69836
-1	1	0.37811	0.62189
1	1	0.32918	0.67082
-1	-1	0.61438	0.38562
-1	-1	0.61281	0.38719
-1	1	0.47256	0.52744
-1	-1	0.72387	0.27613
-1	-1	0.73456	0.26544
1	1	0.32675	0.67325
1	1	0.16835	0.83165
-1	-1	0.82063	0.17937
-1	1	0.33732	0.66268
1	-1	0.61189	0.38811
1	1	0.21723	0.78277
1	1	0.26475	0.73525
1	1	0.15715	0.84285
1	1	0.25838	0.74162
1	-1	0.53248	0.46752
-1	-1	0.56328	0.43672
1	1	0.40927	0.59073
1	1	0.22976	0.77024
-1	-1	0.63041	0.36959
-1	-1	0.69063	0.30937
-1	-1	0.77723	0.22277
1	1	0.46880	0.53120
1	1	0.47796	0.52204
1	1	0.26505	0.73495
-1	-1	0.85792	0.14208
-1	-1	0.57531	0.42469
1	1	0.34157	0.65843
1	1	0.37015	0.62985
-1	-1	0.75856	0.24144
-1	-1	0.66425	0.33575
-1	-1	0.74947	0.25053
1	1	0.42906	0.57094
1	1	0.22196	0.77804
1	1	0.30936	0.69064
1	1	0.36523	0.63477
1	1	0.10974	0.89026
1	1	0.38204	0.61796
-1	-1	0.57121	0.42879
1	1	0.44648	0.55352
1	1	0.29406	0.70594
-1	-1	0.60197	0.39803
-1	-1	0.70651	0.29349
-1	1	0.42545	0.57455
1	1	0.27160	0.72840
-1	-1	0.86009	0.13991
1	1	0.46190	0.53810
1	1	0.46240	0.53760
1	1	0.18916	0.81084
-1	-1	0.64687	0.35313
-1	1	0.29447	0.70553
-1	-1	0.55766	0.44234
1	1	0.36318	0.63682
1	1	0.32256	0.67744
1	1	0.31297	0.68703
-1	-1	0.74738	0.25262
1	1	0.31633	0.68367
1	1	0.28285	0.71715
-1	-1	0.76575	0.23425
-1	-1	0.56276	0.43724
1	-1	0.50688	0.49312
-1	1	0.37042	0.62958
1	1	0.28780	0.71220
1	1	0.14683	0.85317
-1	-1	0.62308	0.37692
-1	-1	0.64845	0.35155
-1	-1	0.78821	0.21179
1	1	0.11789	0.88211
-1	-1	0.67516	0.32484
1	-1	0.53267	0.46733
-1	-1	0.59569	0.40431
-1	-1	0.83836	0.16164
-1	-1	0.83913	0.16087
-1	-1	0.76184	0.23816
1	1	0.49399	0.50601
-1	-1	0.65260	0.34740
-1	-1	0.68523	0.31477
-1	-1	0.59133	0.40867
-1	-1	0.64427	0.35573
-1	-1	0.52473	0.47527
1	1	0.35067	0.64933
-1	-1	0.83088	0.16912
1	1	0.10902	0.89098
1	1	0.48760	0.51240
1	1	0.46128	0.53872
-1	-1	0.67605	0.32395
-1	1	0.40541	0.59459
1	1	0.35246	0.64754
-1	-1	0.68455	0.31545
-1	-1	0.75407	0.24593
-1	-1	0.62587	0.37413
-1	-1	0.62926	0.37074
1	1	0.27814	0.72186
1	1	0.45212	0.54788
1	1	0.17323	0.82677
1	1	0.35474	0.64526
1	1	0.26150	0.73850
1	1	0.28935	0.71065
1	1	0.31576	0.68424
1	-1	0.64333	0.35667
-1	-1	0.61173	0.38827
1	1	0.43455	0.56545
-1	-1	0.73702	0.26298
-1	1	0.43228	0.56772
-1	-1	0.65647	0.34353
-1	-1	0.66582	0.33418
-1	-1	0.78488	0.21512
1	1	0.48166	0.51834
-1	-1	0.78724	0.21276
1	1	0.31509	0.68491
1	1	0.37502	0.62498
-1	-1	0.73301	0.26699
1	1	0.22080	0.77920
1	1	0.49831	0.50169
1	1	0.25379	0.74621
-1	-1	0.91701	0.08299
1	1	0.27969	0.72031
1	1	0.30838	0.69162
-1	-1	0.69348	0.30652
1	1	0.35231	0.64769
1	1	0.33130	0.66870
-1	-1	0.70742	0.29258
1	1	0.12827	0.87173
-1	-1	0.62881	0.37119
-1	-1	0.61568	0.38432
-1	-1	0.69668	0.30332
1	1	0.23038	0.76962
1	1	0.16761	0.83239
1	1	0.37255	0.62745
1	1	0.21542	0.78458
1	1	0.24901	0.75099
-1	-1	0.56302	0.43698
1	-1	0.53921	0.46079
-1	-1	0.55646	0.44354
-1	-1	0.68297	0.31703
1	1	0.37862	0.62138
1	1	0.48830	0.51170
1	1	0.39160	0.60840
1	1	0.14368	0.85632
-1	-1	0.60792	0.39208
-1	-1	0.73076	0.26924
-1	-1	0.60068	0.39932
-1	-1	0.68542	0.31458
-1	-1	0.51045	0.48955
1	1	0.28865	0.71135
1	1	0.33330	0.66670
1	-1	0.62261	0.37739
-1	-1	0.79573	0.20427
1	1	0.33828	0.66172
-1	-1	0.72660	0.27340
-1	-1	0.76879	0.23121
1	1	0.43016	0.56984
1	1	0.34641	0.65359
-1	-1	0.69997	0.30003
1	1	0.27682	0.72318
1	1	0.20580	0.79420
-1	-1	0.68222	0.31778
-1	-1	0.53290	0.46710
-1	-1	0.57653	0.42347
1	-1	0.51449	0.48551
-1	-1	0.67206	0.32794
-1	-1	0.61872	0.38128
1	1	0.12768	0.87232
-1	-1	0.57883	0.42117
-1	-1	0.73575	0.26425
-1	-1	0.55934	0.44066
-1	-1	0.68408	0.31592
-1	-1	0.72273	0.27727
1	-1	0.62917	0.37083
1	1	0.29041	0.70959
-1	-1	0.63227	0.36773
1	1	0.36560	0.63440
-1	-1	0.87501	0.12499
-1	-1	0.72584	0.27416
1	1	0.36287	0.63713
1	1	0.09598	0.90402
-1	-1	0.75904	0.24096
1	1	0.24310	0.75690
1	1	0.09603	0.90397
-1	-1	0.63128	0.36872
1	-1	0.51562	0.48438
-1	-1	0.80901	0.19099
1	1	0.15599	0.84401
-1	1	0.40878	0.59122
1	-1	0.60933	0.39067
1	1	0.35894	0.64106
1	1	0.47688	0.52312
-1	-1	0.80910	0.19090
-1	-1	0.65854	0.34146
-1	-1	0.59492	0.40508
-1	-1	0.60175	0.39825
-1	-1	0.54134	0.45866
-1	-1	0.67826	0.32174
-1	-1	0.70594	0.29406
-1	-1	0.51577	0.48423
-1	1	0.48074	0.51926
1	-1	0.54052	0.45948
1	1	0.42230	0.57770
1	1	0.20773	0.79227
1	1	0.16132	0.83868
1	1	0.15083	0.84917
1	1	0.38253	0.61747
1	-1	0.62298	0.37702
-1	-1	0.85886	0.14114
-1	-1	0.67415	0.32585
1	1	0.23859	0.76141
-1	-1	0.68624	0.31376
1	1	0.44429	0.55571
1	1	0.35309	0.64691
1	1	0.32960	0.67040
-1	-1	0.74022	0.25978
1	1	0.48250	0.51750
-1	-1	0.74614	0.25386
-1	-1	0.56090	0.43910
1	1	0.47194	0.52806
1	1	0.22153	0.77847
1	1	0.33782	0.66218
1	1	0.29868	0.70132
-1	-1	0.80266	0.19734
1	1	0.10237	0.89763
1	1	0.21316	0.78684
1	1	0.30837	0.69163
1	1	0.17445	0.82555
-1	-1	0.59044	0.40956
1	1	0.41309	0.58691
1	1	0.44808	0.55192
-1	-1	0.63012	0.36988
-1	-1	0.74943	0.25057
1	1	0.44669	0.55331
1	1	0.19536	0.80464
-1	-1	0.51340	0.48660
1	1	0.33710	0.66290
-1	1	0.45384	0.54616
1	-1	0.50471	0.49529
-1	-1	0.62824	0.37176
-1	-1	0.76276	0.23724
1	1	0.39114	0.60886
-1	-1	0.61484	0.38516
1	1	0.31646	0.68354
-1	-1	0.71187	0.28813
1	1	0.26148	0.73852
1	1	0.38875	0.61125
-1	-1	0.57503	0.42497
1	-1	0.66330	0.33670
-1	-1	0.77241	0.22759
1	-1	0.54714	0.45286
-1	1	0.46114	0.53886
1	1	0.43422	0.56578
-1	-1	0.76998	0.23002
-1	-1	0.87015	0.12985
1	-1	0.55262	0.44738
-1	1	0.39032	0.60968
-1	-1	0.73279	0.26721
-1	1	0.41779	0.58221
-1	-1	0.59325	0.40675
-1	-1	0.66583	0.33417
1	1	0.15817	0.84183
1	1	0.43118	0.56882
-1	-1	0.83429	0.16571
-1	-1	0.76574	0.23426
1	1	0.17065	0.82935
-1	-1	0.50091	0.49909
-1	-1	0.56042	0.43958
1	1	0.17518	0.82482
1	-1	0.51368	0.48632
-1	-1	0.66361	0.33639
1	-1	0.56184	0.43816
-1	-1	0.59412	0.40588
1	1	0.26292	0.73708
1	1	0.15583	0.84417
1	1	0.30117	0.69883
1	1	0.27701	0.72299
-1	-1	0.71206	0.28794
1	1	0.10122	0.89878
-1	-1	0.81686	0.18314
1	1	0.19146	0.80854
1	1	0.24184	0.75816
1	-1	0.63127	0.36873
1	-1	0.52502	0.47498
-1	-1	0.76012	0.23988
-1	-1	0.81008	0.18992
-1	-1	0.55698	0.44302
1	1	0.30504	0.69496
-1	-1	0.69704	0.30296
-1	-1	0.74375	0.25625
-1	-1	0.52667	0.47333
1	1	0.26261	0.73739
1	1	0.41634	0.58366
-1	-1	0.81136	0.18864
1	1	0.30141	0.69859
-1	-1	0.70400	0.29600
1	1	0.17637	0.82363
-1	-1	0.90436	0.09564
-1	-1	0.73329	0.26671
-1	-1	0.60531	0.39469
-1	1	0.42639	0.57361
-1	-1	0.79275	0.20725
-1	-1	0.69133	0.30867
1	1	0.13025	0.86975
-1	-1	0.85899	0.14101
1	1	0.47288	0.52712
-1	-1	0.75052	0.24948
-1	-1	0.68836	0.31164
-1	-1	0.68316	0.31684
1	1	0.22895	0.77105
1	1	0.39705	0.60295
1	1	0.39829	0.60171
1	1	0.30030	0.69970
-1	-1	0.75452	0.24548
1	1	0.23881	0.76119
1	1	0.38495	0.61505
1	1	0.29421	0.70579
1	1	0.45847	0.54153
1	1	0.29023	0.70977
-1	-1	0.50930	0.49070
-1	-1	0.76273	0.23727
-1	-1	0.79277	0.20723
1	1	0.39333	0.60667
1	1	0.13797	0.86203
1	1	0.30867	0.69133
-1	-1	0.68782	0.31218
1	1	0.26265	0.73735
-1	-1	0.98310	0.01690
-1	-1	0.59573	0.40427
-1	1	0.33229	0.66771
-1	-1	0.71007	0.28993
-1	-1	0.90613	0.09387
1	1	0.19303	0.80697
1	-1	0.61521	0.38479
-1	-1	0.75667	0.24333
1	1	0.32587	0.67413
-1	-1	0.66980	0.33020
1	-1	0.65864	0.34136
1	1	0.31367	0.68633
1	1	0.22877	0.77123
1	1	0.27802	0.72198
-1	-1	0.64088	0.35912
1	1	0.40407	0.59593
1	1	0.41590	0.58410
1	1	0.39842	0.60158
-1	-1	0.68942	0.31058
1	1	0.24038	0.75962
-1	-1	0.82827	0.17173
-1	-1	0.66372	0.33628
-1	-1	0.52705	0.47295
-1	-1	0.65783	0.34217
-1	-1	0.81735	0.18265
1	1	0.17436	0.82564
1	1	0.23805	0.76195
1	1	0.49494	0.50506
1	-1	0.54112	0.45888
-1	-1	0.73883	0.26117
1	1	0.14891	0.85109
-1	1	0.48217	0.51783
1	1	0.32430	0.67570
1	1	0.39284	0.60716
-1	-1	0.54522	0.45478
1	1	0.43481	0.56519
1	1	0.34093	0.65907
1	-1	0.54592	0.45408
-1	-1	0.67715	0.32285
-1	-1	0.85595	0.14405
-1	-1	0.70554	0.29446
1	-1	0.52213	0.47787
1	1	0.36174	0.63826
-1	-1	0.67283	0.32717
1	1	0.41482	0.58518
1	1	0.48115	0.51885
-1	-1	0.71438	0.28562
1	1	0.36728	0.63272
-1	1	0.32059	0.67941
1	1	0.23989	0.76011
-1	-1	0.67644	0.32356
1	1	0.23371	0.76629
1	1	0.18811	0.81189
1	1	0.14266	0.85734
-1	-1	0.82013	0.17987
1	1	0.34299	0.65701
-1	1	0.36410	0.63590
-1	-1	0.73882	0.26118
1	-1	0.51420	0.48580
1	1	0.30446	0.69554
1	-1	0.56192	0.43808
-1	-1	0.76417	0.23583
-1	-1	0.72795	0.27205
1	1	0.14870	0.85130
-1	-1	0.70907	0.29093
-1	1	0.29045	0.70955
1	1	0.38710	0.61290
1	1	0.45819	0.54181
-1	-1	0.65956	0.34044
-1	-1	0.68120	0.31880
1	1	0.09128	0.90872
-1	1	0.45392	0.54608
1	1	0.40949	0.59051
-1	1	0.41707	0.58293
-1	-1	0.65546	0.34454
-1	-1	0.72285	0.27715
1	1	0.07596	0.92404
1	1	0.45683	0.54317
1	1	0.45738	0.54262
1	1	0.41637	0.58363
1	1	0.31596	0.68404
-1	-1	0.51417	0.48583
1	1	0.16780	0.83220
1	1	0.28137	0.71863
1	1	0.29071	0.70929
1	1	0.18760	0.81240
1	1	0.31488	0.68512
-1	-1	0.81147	0.18853
-1	1	0.38727	0.61273
1	1	0.36909	0.63091
1	1	0.08186	0.91814
-1	-1	0.72575	0.27425
-1	-1	0.60432	0.39568
-1	-1	0.51591	0.48409
-1	-1	0.69695	0.30305
1	1	0.32885	0.67115
1	1	0.22726	0.77274
1	-1	0.60569	0.39431
-1	-1	0.74153	0.25847
-1	-1	0.60845	0.39155
-1	-1	0.68338	0.31662
1	1	0.34191	0.65809
-1	-1	0.56968	0.43032
1	1	0.40158	0.59842
-1	-1	0.77525	0.22475
1	1	0.35235	0.64765
1	1	0.34442	0.65558
1	1	0.38613	0.61387
-1	-1	0.73064	0.26936
-1	-1	0.87043	0.12957
1	1	0.34421	0.65579
1	1	0.27603	0.72397
1	1	0.29862	0.70138
-1	-1	0.73780	0.26220
-1	-1	0.84733	0.15267
-1	-1	0.65459	0.34541
-1	-1	0.81586	0.18414
1	1	0.29328	0.70672
-1	-1	0.86746	0.13254
-1	-1	0.70083	0.29917
1	1	0.19093	0.80907
-1	-1	0.71322	0.28678
1	1	0.40831	0.59169
1	1	0.31466	0.68534
1	-1	0.50067	0.49933
1	1	0.27049	0.72951
-1	-1	0.81922	0.18078
-1	-1	0.80752	0.19248
-1	-1	0.60520	0.39480
1	1	0.32102	0.67898
1	1	0.30036	0.69964
-1	-1	0.56978	0.43022
-1	-1	0.76358	0.23642
1	1	0.37591	0.62409
-1	-1	0.51311	0.48689
1	1	0.36596	0.63404
1	1	0.48862	0.51138
-1	-1	0.73082	0.26918
1	1	0.42724	0.57276
-1	-1	0.84959	0.15041
1	1	0.40834	0.59166
1	1	0.29006	0.70994
1	1	0.46787	0.53213
1	1	0.34488	0.65512
-1	-1	0.58748	0.41252
-1	-1	0.54335	0.45665
-1	-1	0.58539	0.41461
-1	-1	0.53742	0.46258
-1	-1	0.55377	0.44623
-1	-1	0.59598	0.40402
-1	-1	0.74618	0.25382
1	1	0.43210	0.56790
1	1	0.23998	0.76002
-1	-1	0.70681	0.29319
1	-1	0.53722	0.46278
-1	-1	0.64472	0.35528
1	-1	0.52779	0.47221
1	1	0.35825	0.64175
-1	-1	0.66190	0.33810
1	1	0.32892	0.67108
-1	-1	0.73286	0.26714
-1	-1	0.79145	0.20855
-1	-1	0.58260	0.41740
1	1	0.36313	0.63687
1	1	0.36237	0.63763
-1	-1	0.74711	0.25289
1	1	0.08263	0.91737
1	1	0.27970	0.72030
-1	-1	0.64483	0.35517
-1	1	0.40037	0.59963
-1	1	0.43352	0.56648
1	-1	0.73613	0.26387
1	1	0.49389	0.50611
-1	-1	0.83261	0.16739
1	1	0.33185	0.66815
1	-1	0.65311	0.34689
1	1	0.40680	0.59320
-1	-1	0.55509	0.44491
1	1	0.06789	0.93211
-1	-1	0.52234	0.47766
-1	-1	0.56540	0.43460
-1	-1	0.75835	0.24165
-1	-1	0.78647	0.21353
-1	-1	0.74508	0.25492
1	1	0.18116	0.81884
-1	-1	0.69645	0.30355
1	1	0.39078	0.60922
-1	-1	0.78561	0.21439
-1	-1	0.93430	0.06570
-1	-1	0.61393	0.38607
1	1	0.35471	0.64529
1	1	0.25964	0.74036
1	-1	0.57151	0.42849
1	1	0.39971	0.60029
-1	-1	0.52152	0.47848
-1	-1	0.63467	0.36533
1	1	0.45245	0.54755
1	1	0.42651	0.57349
-1	-1	0.73078	0.26922
-1	-1	0.86883	0.13117
-1	-1	0.56306	0.43694
-1	-1	0.81952	0.18048
1	1	0.28837	0.71163
-1	-1	0.80799	0.19201
1	1	0.28944	0.71056
1	1	0.32571	0.67429
1	1	0.38710	0.61290
1	1	0.33006	0.66994
1	1	0.36967	0.63033
-1	-1	0.58517	0.41483
-1	-1	0.52648	0.47352
1	1	0.29093	0.70907
1	1	0.32880	0.67120
-1	1	0.43917	0.56083
1	1	0.23019	0.76981
-1	1	0.46674	0.53326
-1	-1	0.50888	0.49112
1	1	0.31890	0.68110
-1	-1	0.55281	0.44719
-1	-1	0.77599	0.22401
1	1	0.25922	0.74078
1	1	0.14604	0.85396
1	1	0.24442	0.75558
1	1	0.34397	0.65603
1	-1	0.56080	0.43920
1	1	0.45922	0.54078
-1	-1	0.70551	0.29449
-1	-1	0.63535	0.36465
1	1	0.34676	0.65324
-1	-1	0.73560	0.26440
1	1	0.20248	0.79752
1	1	0.36174	0.63826
1	1	0.49523	0.50477
1	1	0.24944	0.75056
-1	-1	0.58799	0.41201
1	1	0.32466	0.67534
1	-1	0.53164	0.46836
1	1	0.31234	0.68766
-1	-1	0.77764	0.22236
-1	-1	0.54795	0.45205
1	1	0.24140	0.75860
1	-1	0.65242	0.34758
-1	-1	0.66134	0.33866
1	1	0.40124	0.59876
1	1	0.30433	0.69567
1	1	0.24783	0.75217
1	1	0.36984	0.63016
1	1	0.34649	0.65351
1	1	0.43506	0.56494
1	-1	0.66456	0.33544
1	1	0.07802	0.92198
1	1	0.22931	0.77069
1	1	0.45635	0.54365
-1	-1	0.78792	0.21208
-1	-1	0.69769	0.30231
1	1	0.46776	0.53224
1	1	0.16923	0.83077
-1	1	0.45142	0.54858
-1	-1	0.70800	0.29200
1	1	0.49605	0.50395
1	1	0.30344	0.69656
-1	-1	0.64062	0.35938
-1	-1	0.52589	0.47411
-1	-1	0.64777	0.35223
-1	1	0.47408	0.52592
-1	-1	0.51541	0.48459
1	1	0.41023	0.58977
1	1	0.44400	0.55600
1	1	0.22852	0.77148
1	1	0.15220	0.84780
1	1	0.41638	0.58362
1	1	0.23893	0.76107
1	-1	0.50791	0.49209
1	-1	0.66967	0.33033
1	1	0.31019	0.68981
-1	-1	0.57955	0.42045
-1	-1	0.80767	0.19233
1	1	0.22978	0.77022
-1	-1	0.82546	0.17454
1	1	0.17632	0.82368
-1	-1	0.76260	0.23740
1	1	0.24639	0.75361
1	1	0.20903	0.79097
-1	-1	0.57052	0.42948
-1	-1	0.82207	0.17793
-1	-1	0.91751	0.08249
-1	-1	0.50611	0.49389
1	-1	0.54454	0.45546
-1	-1	0.91569	0.08431
-1	-1	0.64781	0.35219
-1	-1	0.60802	0.39198
1	1	0.34108	0.65892
1	1	0.44926	0.55074
-1	-1	0.73788	0.26212
-1	-1	0.92934	0.07066
1	-1	0.53300	0.46700
1	1	0.26617	0.73383
-1	-1	0.55739	0.44261
1	1	0.18215	0.81785
-1	1	0.42226	0.57774
1	1	0.39016	0.60984
1	1	0.41694	0.58306
-1	-1	0.74358	0.25642
-1	-1	0.82367	0.17633
1	1	0.30018	0.69982
1	1	0.47678	0.52322
